text,label,text_indonesia
i look back on that moment of my writing life and feel a bit ashamed that there is a part of me that wants to wrap up the everything theory series and then pack up the story ideas and call it a day,0,saya lihat kembali momen hidup saya yang tulis dan rasa sedikit malu bahwa ada bagi dari diri saya yang ingin selesai seri teori segala dan kemudian emas ide ide cerita dan sebut hari
i miss feeling glad,1,saya rindu rasa senang
i thought we had done wrong by calling it off and i suddenly didnt feel confident in saying yes,1,saya pikir kami telah laku salah dengan batal dan tiba tiba saya tidak rasa percaya diri untuk kata ya
i feel like it has some necessity in a romantic relationship but too much can be very harmful in that context but that s not my problem,2,saya rasa milik beberapa butuh dalam hubung romantis tetapi terlalu banyak bisa sangat bahaya dalam konteks itu tetapi itu bukan masalah saya
i got a stitch in my side during the first mile couldnt feel my feet it was so cold etc etc,3,saya dapat jahit di sisi saya lama mil pertama tidak bisa rasa kaki saya begitu dingin dll
i feel the need to turn to my beloved nations,1,saya rasa perlu untuk alih ke negara cinta saya
i am feeling fearful or upset about any situation in my life i have only to notice my reminder sitting right before me and i begin repeating this affirmation over and over again,4,saya rasa takut atau kesal tentang situasi apa pun dalam hidup saya saya hanya perlu lihat ingat saya duduk tepat di depan saya dan saya mulai ulang tegas ini ulang kali
i feel horribly restless,4,saya rasa sangat gelisah
i feel like ive been reading lisas blogs for ever and it was lovely to finally meet her and her boys who i recognised immediately,2,saya rasa seperti saya telah baca blog lisas untuk lama dan senang akhir temu dengan dan anak anak yang saya kenal segera
i was down and feeling doubtful,4,saya sedih dan rasa ragu
i have no money to sort any of it out and i feel very messy,0,saya tidak punya uang untuk selesai dan saya rasa sangat beranta
im feeling really strong since starting the shred two weeks ago i have new muscles,1,saya rasa sangat kuat sejak mulai robek dua minggu yang lalu saya milik otot baru
i feel humiliated since a boy has to lead me through it gt lt gets sick ive avoided the dance through all folkeskole and im not going to chance that,0,saya rasa hina karena orang anak laki laki harus tuntun saya lalu
i feel terrible for him and want to cheer him up,0,saya rasa tidak enak untuk dan ingin hibur
i certainly do sound like some lowdown bitch who is just countering back what people have to say but whatever it is what exactly bothers me oh well bet that hit one of their aims is that i wonder why people feel so entertained exhilarated thrilled excited when they provoke the feelings of others,1,saya tentu saja dengar seperti beberapa lacur rendah yang baru saja balas apa yang orang kata tetapi apa pun yang benar ganggu saya oh baik taruh yang hantam salah satu tuju mereka adalah bahwa saya tanya tanya mengapa orang rasa sangat hibur dengan gembira senang ketika mereka memprovokasiperasaan orang lain
i feel offended if you question my results as unfair saying that i am lazy and all so why,3,saya rasa singgung jika anda tanya hasil saya bagai tidak adil kata bahwa saya malas dan semua
i mean i know how it feels that a person is valued by the family if s he gives money or food to the table,1,maksud saya saya tahu bagaimana rasa bahwa orang harga oleh keluarga jika dia beri uang atau makan ke meja
i feel your scent i enjoy the way you drink your coffee so dignified you smirk at the sight of interesting details black ink spilling words on white paper you spell them out with your lips as you scim along i love when you ask me what do you think,1,saya rasa aroma anda saya nikmat cara anda minum kopi sehingga martabat anda seringai lihat detail tarik tinta hitam tumpah kata kata di atas kertas putih anda eja dengan bibir anda saat anda melicah saya suka ketika anda tanya bagaimana turut anda turut anda bagaimana turut anda turut anda turut anda apa turut anda turut anda turut anda
i feel the more im convinced that i dont want to let this go,1,saya rasa makin saya yakin bahwa saya tidak ingin lepas ini
i don t believe these feelings can be blamed solely on the lack of empathy towards family life by government policy makers and employers which the analysis on this survey would seem to suggest,0,saya tidak percaya asa ini hanya dapat salah pada kurang empati hadap hidup keluarga oleh buat bijak perintah dan usaha yang tampak saran analisis pada survei ini
i was feeling so jaded i still am from all the sep preparation which for the most part progress has been moribund that i didn t feel like going on sep anymore,0,saya rasa sangat letih sehingga saya masih dari semua siap sep yang bagi besar maju adalah hampir mati sehingga saya tidak rasa ingin guna sep lagi
im feeling generous lets make it a a href https www,2,saya rasa murah hati mari kita jadi itu href https www
i feel melancholy about the past as my parents have passed and i never really told them how thankful i am,0,saya rasa melankolis tentang masa lalu seperti yang telah lewat orang tua saya dan saya tidak pernah benar benar beri tahu mereka betapa syukur saya
i can t say it s made me feel any less depressed anxious but mingled in with the depression is a certainty that i can get to the other side if i keep putting one foot in front of the other,0,saya tidak bisa kata itu buat saya rasa kurang tekan dengan cemas tetapi baur dengan depresi adalah pasti bahwa saya bisa sampai ke sisi lain jika saya terus letak satu kaki di depan yang lain
i have been blessed with a knowledge of these things and i would feel ungrateful not to share them with others,0,saya telah kati dengan tahu tentang hal hal ini dan saya akan rasa tidak terima kasih untuk tidak bagi dengan orang lain
the possibility of having failed the examination,4,mungkin gagal dalam periksa
i think this is a valid complaint for those who arent willing to deal with it this aspect i imagine will be rather subjective but it makes sure that the cover based moments still feel dangerous despite being in cover,3,saya pikir ini adalah keluh yang valid bagi mereka yang tidak mau hadap dengan aspek ini yang saya bayang akan agak subyektif tetapi pasti bahwa momen bas tutup masih asa bahaya meski ada di lindung
i just smile because it feels rude not to do so if you make eye contact i also can t really help myself,3,saya hanya senyum karena rasa tidak kasar untuk tidak laku jika anda laku kontak mata saya juga tidak bisa bantu diri saya sendiri
im feeling stubborn today and got home and was like no way im gonna go get that mri soon,3,aku rasa keras kepala hari ini dan sampai di rumah dan tidak mungkin aku akan segera dapat mri itu
i did feel very very heartbroken that i did not enter semipro,0,saya rasa sangat patah hati bahwa saya tidak pasuk semipro
i feel embarassed humiliated sad miserable a title permanent link to what if i have already fallen in love,0,saya rasa malu yang hina sedih sedih judul taut permanen dengan bagaimana jika saya sudah jatuh cinta
i could feel blake more sharply and i felt a little more delicate i guess you could say,2,saya bisa rasa blake lebih tajam dan saya rasa sedikit lebih halus saya kira anda bisa kata
im feeling stressed overworked and running on fumes,3,saya rasa stres terlalu banyak kerja dan lari di atas asap
i guess i talked to enough people to realize that we all feel intimidated by meeting others for the first time,4,saya kira saya bicara dengan cukup banyak orang untuk sadar bahwa kita semua rasa intimidasi dengan temu orang lain untuk pertama kali
i feel incredibly relieved,1,saya rasa sangat lega
i am progressively getting it done and am feeling pretty confident that i will get it all done before i hit too close to the wire,1,saya cara progresif selesai dan rasa cukup yakin bahwa saya akan selesai semua belum saya pukul terlalu dekat dengan kawat
i had a great relationship i feel so blessed to have had such a strong male figure in my life he truly treated me like his princess,2,saya milik hubung yang hebat sehingga saya rasa sangat kati telah milik sosok pria yang kuat dalam hidup saya dia benar benar laku saya seperti putri
i jumped off and sauntered into the spa area feeling very pleased with myself,1,saya lompat dan lenggang ke daerah spa dengan asa sangat senang dengan diri saya sendiri
i feel restless otherwise known as useless or lazy when i take long breaks from writing,4,saya rasa gelisah atau kenal bagai tidak guna atau malas ketika saya istirahat lama dari tulis
i feel it is unfortunate that i have had to take these drastic measures and post this notice as i truly loved posting my new work to flickr and interacting with new people from all over the world,0,saya rasa sangat sayang bahwa saya harus ambil langkah langkah drastis ini dan memposting pemberitahuan ini karena saya benar benar suka memposting kerja baru saya untuk flickr dan interaksi dengan orang orang baru dari seluruh dunia
i don t want to bury the hatchet with even though it would be in my best interest simply because i feel that apologizing to a person that insulted me would make me feel like a punk,3,saya tidak ingin kubur kapak dengan meski itu akan jadi penting baik saya hanya karena saya rasa bahwa minta maaf kepada orang yang hina saya akan buat saya rasa seperti punk
i have a lot of missing information about how your previous final communication went and how you feel about this guy and what you ever liked about him but i will advise you to not be afraid of him in any way if you don t want to communicate further with him just tell him that,2,saya milik banyak informasi yang hilang tentang bagaimana komunikasi akhir anda belum jalan dan bagaimana asa anda tentang orang ini dan apa yang pernah anda suka tentang dia tetapi saya akan saran anda untuk tidak takut pada dengan cara apa pun jika anda tidak ingin komunikasi lebih lanjutdengan dia kata saja pada
